ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Wholly irrigated holdings,Area of wholly irrigated holdings,Wholly unirrigated holdings,Area of wholly unirrigated holdings,Partially irrigated holdings,Irrigated area of partially irrigated holdings,Area of partially irrigated holdings,Holdings receiving irrigation,Net irrigated area of holdings receiving irrigation
150,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,613,116.927,4722,889.854,229,21.983,69.8,842,138.91
151,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,134,87.585,808,464.483,207,32.356,115.879,341,119.941
152,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,168,212.15,398,443.299,57,17.242,52.792,225,229.392
153,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
154,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,36,88.6,96,180.515,0,0,0,36,88.6
155,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,27,89.9,5,17.8,0,0,0,27,89.9
156,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,5,21.95,0,0,0,0,0,5,21.95
157,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,14,85.55,0,0,0,0,0,14,85.55
158,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
159,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
160,India,1,Jammu And Kashmir,4,Doda,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,131,27.894,2138,422.962,189,17.466,38.275,320,45.36
161,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,41,24.8,3,1.95,0,0,0,41,24.8
162,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,36,54.35,0,0,0,0,0,36,54.35
163,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,4,69.3,0,0,0,0,0,4,69.3
164,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,11,27.95,0,0,0,0,0,11,27.95
165,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,2,7.5,0,0,0,0,0,2,7.5
166,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,4,17.85,0,0,0,0,0,4,17.85
167,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,4,21.8,0,0,0,0,0,4,21.8
168,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,2,18.8,0,0,0,0,0,2,18.8
169,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,23,1681.55,0,0,0,0,0,23,1681.55
170,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,50,11.339,14,1.861,0,0,0,50,11.339
171,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,13543,9912.076,5419,3789.239,479,194.431,359.187,14022,10106.507
172,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,8756,12500.61,4379,5818.776,520,384.3,748.643,9276,12884.91
173,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,24,304.18,0,0,0,0,0,24,304.18
174,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,2344,5486.597,1477,3382.044,174,214.912,383.487,2518,5701.509
175,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,802,2636.014,492,1524.646,56,126.864,191.478,858,2762.878
176,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,342,1462.074,190,751.201,10,14.905,33.64,352,1476.979
177,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,263,1544.801,74,411.952,23,64.034,134.246,286,1608.835
178,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,81,671.691,6,48.516,0,0,0,81,671.691
179,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,4,163.8,0,0,0,0,0,4,163.8
180,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,29645,8162.34,12990,3251.636,341,67.101,121.244,29986,8229.441
181,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,6240,4339.732,2266,1478.835,206,54.435,140.121,6446,4394.167
182,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,3313,4472.292,1418,1764.89,301,183.58,420.432,3614,4655.872
183,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
184,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,678,1558.389,292,652.931,62,42.074,141.106,740,1600.463
185,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,201,615.429,200,689.854,37,22.908,93.823,238,638.337
186,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,52,233.964,13,55.8,0,0,0,52,233.964
187,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,30,181,9,52.119,0,0,0,30,181
188,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,2,16.65,0,0,0,0,0,2,16.65
189,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
190,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,17689,4446.85,5531,1472.003,79,13.082,24.093,17768,4459.932
191,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,361,251.163,838,626.043,0,0,0,361,251.163
192,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,172,244.751,829,1113.821,0,0,0,172,244.751
193,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,3,32,0,0,0,0,0,3,32
194,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,31,75.75,281,650.234,0,0,0,31,75.75
195,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,22,73.8,65,217.307,0,0,0,22,73.8
196,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,5,21.9,105,483.9,0,0,0,5,21.9
197,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,8,44.3,27,168.607,0,0,0,8,44.3
198,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,6,51.3,0,0,0,0,0,6,51.3
199,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
200,India,1,Jammu And Kashmir,5,Jammu,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1231,234.155,1319,378.726,0,0,0,1231,234.155
201,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,22,14.801,1,0.586,0,0,0,22,14.801
202,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,20,28.1,1,0.684,0,0,0,20,28.1
203,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,3,34.042,0,0,0,0,0,3,34.042
204,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,5,12.6,0,0,0,0,0,5,12.6
205,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,1,3.2,0,0,0,0,0,1,3.2
206,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,2,8.55,0,0,0,0,0,2,8.55
207,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,1,6.5,0,0,0,0,0,1,6.5
208,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,3,23.8,0,0,0,0,0,3,23.8
209,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,1,20.75,0,0,0,0,0,1,20.75
210,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,26,4.6,15,3.515,0,0,0,26,4.6
211,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,2987,2057.172,7102,4208.092,1018,372.33,676.955,4005,2429.502
212,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,2483,3420.65,5935,6494.98,1301,848.468,1641.312,3784,4269.118
213,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,17,215.313,52,379.799,6,3.665,46.822,23,218.978
214,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,1096,2534.843,2453,4580.118,546,576.406,1189.827,1642,3111.249
215,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,384,1275.666,1078,2627.785,223,302.761,674.481,607,1578.427
216,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,157,681.055,506,1520.443,165,293.206,596.253,322,974.261
217,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,189,1024.223,501,1978.241,172,302.675,787.109,361,1326.898
218,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,36,300.83,106,605.939,58,182.957,395.938,94,483.787
219,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,4,109.25,0,0,0,0,0,4,109.25
220,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,7055,1510.011,17962,3460.011,723,119.467,210.88,7778,1629.478
221,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,1414,982.717,1105,637.045,230,82.599,165.932,1644,1065.316
222,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,1038,1373.786,720,774.832,347,255.513,425.574,1385,1629.299
223,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,3,38.25,1,11.296,0,0,0,3,38.25
224,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,269,641.922,211,376.091,147,178.383,314.169,416,820.305
225,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,89,284.484,48,124.731,35,68.152,109.04,124,352.636
226,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,18,81.918,31,86.978,18,26.535,61.854,36,108.453
227,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,36,212.5,6,22.314,6,3.461,32.425,42,215.961
228,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,2,19.269,3,13.184,0,0,0,2,19.269
229,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
230,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,3827,899.814,3221,589.956,141,33.245,53.141,3968,933.059
231,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,396,272.921,648,363.753,161,32.053,93.036,557,304.974
232,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,233,315.427,621,579.389,111,32.768,113.422,344,348.195
233,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,6,65.1,3,24.774,0,0,0,6,65.1
234,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,79,184.826,184,307.386,54,24.151,101.073,133,208.977
235,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,36,122.3,61,118.621,10,2.711,24.749,46,125.011
236,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,17,74.75,22,45.615,20,17.194,59.575,37,91.944
237,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,21,123.9,24,85.182,3,4.197,12.229,24,128.097
238,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,2,19.3,8,40.502,1,1.285,1.582,3,20.585
239,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,2,45.55,0,0,0,0,0,2,45.55
240,India,1,Jammu And Kashmir,7,Kathua,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1055,227.549,1533,259.073,122,11.959,25.098,1177,239.508
241,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
242,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,2,2.2,0,0,0,0,0,2,2.2
243,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
244,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,1,2.25,0,0,0,0,0,1,2.25
245,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,1,3.6,0,0,0,0,0,1,3.6
246,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
247,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
248,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,9.05,0,0,0,0,0,1,9.05
249,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0
250,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,15,2.887,0,0,0,0,0,15,2.887
251,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,6524,4393.353,1801,1195.953,9149,3665.991,6326.434,15673,8059.344
252,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,1944,2577.608,786,1027.922,5522,3985.181,7540.206,7466,6562.789
253,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,2,25.75,0,0,2,10.658,21.5,4,36.408
254,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,403,966.495,186,474.498,920,1041.668,2158.064,1323,2008.163
255,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,128,425.914,33,117.964,232,340,783.197,360,765.914
256,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,56,246.928,8,31.654,50,94.455,218.526,106,341.383
257,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,39,243.075,0,0,76,169.241,491.547,115,412.316
258,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,4,31.4,1,9.75,6,3.655,44.96,10,35.055
259,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0
260,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,41156,7079.856,8839,1552.862,12560,2224.643,3685.33,53716,9304.499
261,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
262,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
263,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
264,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
265,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
266,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
267,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
268,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
269,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
270,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
271,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,887,572.499,222,148.017,241,101.689,168.864,1128,674.188
272,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,331,405.15,58,73.367,107,81.084,130.268,438,486.234
273,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
274,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,50,114.55,0,0,21,31.065,38.412,71,145.615
275,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,17,58.45,0,0,9,16.313,24.65,26,74.763
276,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,5,22.45,0,0,1,0.832,4.5,6,23.282
277,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,1,5.25,0,0,0,0,0,1,5.25
278,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,1,8.35,0,0,0,0,0,1,8.35
279,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
280,India,1,Jammu And Kashmir,8,Kupwara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,2969,658.311,1961,391.441,250,39.254,71.257,3219,697.565
281,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,3,1.7,3,2.35,0,0,0,3,1.7
282,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,8,10.1,1,1.45,0,0,0,8,10.1
283,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
284,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,1,2.5,0,0,0,0,0,1,2.5
285,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,2,6.35,0,0,0,0,0,2,6.35
286,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,1,4.15,0,0,0,0,0,1,4.15
287,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,3,17.15,0,0,0,0,0,3,17.15
288,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,8.95,0,0,0,0,0,1,8.95
289,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,2,69.6,0,0,0,0,0,2,69.6
290,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,15,2.75,3,1.044,0,0,0,15,2.75
291,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,1164,749.836,5590,3243.777,330,62.765,191.853,1494,812.601
292,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,690,847.816,4174,4738.84,598,198.911,680.686,1288,1046.727
293,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,11,134.65,5,47.305,3,21.321,27.596,14,155.971
294,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,249,581.882,1082,2039.738,316,160.917,609.646,565,742.799
295,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,132,447.272,449,1196.629,122,70.152,289.543,254,517.424
296,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,24,107.061,196,719.208,44,25.087,140.182,68,132.148
297,India,1,Jammu And Kashmir,10,Poonch,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,27,166.289,88,438.911,69,59.936,220.965,96,226.225
